,Shop,Address,Latitude,Longitude,Borough
241,KFC,"168 Addington Rd, South Croydon CR2 8LB, UK",51.3437181,-0.0619531,Croydon
242,KFC,"Purley Parade, 11 High St, Purley CR8 2AB, UK",51.3397347,-0.1143304,Croydon
243,KPS,"11 Broom Rd, Croydon CR0 8NG, UK",51.3697307,-0.0303456,Croydon
244,Metros Fried Chicken,"35 Portland Rd, South Norwood, London SE25 4UF, UK",51.3981633,-0.0721832,Croydon
245,Miami Fried Chicken - Croydon,"130 Cherry Orchard Rd, Croydon CR0 6BB, UK",51.37952139999999,-0.0879298,Croydon
246,Morley's Brighton Road,"136 Brighton Rd, South Croydon CR2 6AE, UK",51.3560521,-0.0975858,Croydon
247,Morley's Fried Chicken,"68A Westow Hill, Upper Norwood, London SE19 1RX, UK",51.4196044,-0.0799201,Croydon
248,Morley's Fried Chicken,"9 High St, South Norwood, London SE25 6EP, UK",51.3986715,-0.0760503,Croydon
249,Morley's Fried Chicken Shop,"243A London Rd, Croydon CR0 2RL, UK",51.38341459999999,-0.1081112,Croydon
250,Morley's Mitcham Road,"Sutherland Rd, Croydon CR0 3JJ, UK",51.3823452,-0.1149557,Croydon
251,Morley's Norbury,"1549 London Rd, Norbury, London SW16 4BT, UK",51.4122339,-0.1239368,Croydon
252,Morley's Selhurst,"55A Whitehorse Rd, Croydon CR0 2JG, UK",51.384929,-0.09765109999999999,Croydon
253,Morley's Thornton Heath,"58 Beulah Rd, Thornton Heath CR7 8JF, UK",51.4032095,-0.1006226,Croydon
254,Morleys Croydon South End,"87 S End, Croydon CR0 1BG, UK",51.3647624,-0.0988004,Croydon
255,Morleys Croydon Southbridge Road,"72 Southbridge Rd, Croydon CR0 1AE, UK",51.36698500000001,-0.101857,Croydon
256,Morleys Fried Chicken,"6 Central Parade, New Addington, Croydon CR0 0JB, UK",51.3424525,-0.0163417,Croydon
257,Morleys South Norwood,"277 Portland Rd, South Norwood, London SE25 4QQ, UK",51.3923046,-0.06622109999999999,Croydon
258,New Morley's Bensham Lane,"128 Bensham Ln, Thornton Heath CR7 7ES, UK",51.3896612,-0.1061922,Croydon
259,New Morley's Thornton Heath,"914A London Rd, Thornton Heath CR7 7PE, UK",51.3972463,-0.1154751,Croydon
260,New Morley's Woodside,"285 Morland Rd, Croydon CR0 6NF, UK",51.3849554,-0.0750646,Croydon
261,Perfect Fried,"33 Portland Rd, South Norwood, London SE25 4UF, UK",51.3981271,-0.0722482,Croydon
262,Perfect Fried Chicken,"424A Whitehorse Rd, Thornton Heath CR7 8SB, UK",51.39696989999999,-0.0924658,Croydon
263,Perfect Fried Chicken,"43 Woodside Green, London SE25 5HQ, UK",51.38688879999999,-0.07061719999999999,Croydon
264,Perfect Fried Chicken,"95a S End, Croydon CR0 1BG, UK",51.364543,-0.0987224,Croydon
265,Peri Peri Chicken Bites London,"3 Brigstock Rd, Thornton Heath CR7 7JG, UK",51.3983202,-0.1001702,Croydon
266,Roosters Piri Piri,"Norfolk House, 13 Wellesley Rd, Croydon CR0 1LH, UK",51.3747639,-0.0965877,Croydon
267,Roosters Spot,"926 Brighton Rd, Purley CR8 2LN, UK",51.339484,-0.1157861,Croydon
268,Sam's Chicken Croydon,"48 High St, Croydon CR0 1YB, UK",51.3721918,-0.1005812,Croydon
269,Spicy Chicken,"Fine Foods, 309-311 London Rd, Croydon CR0 3PA, UK",51.3849366,-0.1095578,Croydon
270,Tasty Chicken,"238 London Rd, Croydon CR0 2TF, UK",51.3824839,-0.106597,Croydon
271,Tasty Fried Chicken,"54 Canterbury Rd, Croydon CR0 3PW, UK",51.3861395,-0.1144196,Croydon
272,The Cricketers Harvester,"36 Addington Village Rd, Croydon CR0 5AQ, UK",51.3577939,-0.0329727,Croydon
273,Toby Carvery South Croydon,"415 Brighton Rd, South Croydon CR2 6ES, UK",51.349545,-0.1001292,Croydon
274,UK Tasty Chicken,"217 Whitehorse Ln, South Norwood, London SE25 6RB, UK",51.3999734,-0.08576009999999999,Croydon
275,Windmill Fried Chicken,"Croydon CR0 2XS, United Kingdom",51.3860156,-0.0994404,Croydon
276,Zenith Fried Chicken,"47 Lower Addiscombe Rd, Croydon CR0 6PQ, UK",51.3805541,-0.0873902,Croydon
277,Al-Haad,"147 The Broadway, Southall UB1 1LP, UK",51.51188670000001,-0.3826503,Ealing
278,Bebes Chicken,"Middlesex Cl, Greenford, Southall UB1 1NN, UK",51.5265215,-0.36484,Ealing
279,Bollo's Peri Peri - Acton,"No8 Central Parade Gunnersbury Lane, (Acton Town Tube Station), Acton W3 8HL, United Kingdom",51.5032897,-0.279763,Ealing
280,Chicken Cottage,"328 Ruislip Rd E, Greenford UB6 9BH, UK",51.52757399999999,-0.3518991,Ealing
281,Chicken Cottage Northolt,"46 Church Rd, Northolt UB5 5AB, UK",51.5446666,-0.373744,Ealing
282,Chicken Cottage Southall,"64 South Rd, Southall UB1 1RQ, UK",51.5092542,-0.3771898,Ealing
283,Chicken Land Peri Peri,"95A Greenford Ave, Hanwell, London W7 1HA, UK",51.5154004,-0.3372905,Ealing
284,Chicking,"169 High St, Acton, London W3 6LP, UK",51.5070857,-0.2709977,Ealing
285,Dixie Chicken,"6 King St, Southall UB2 4DA, UK",51.5019736,-0.3824657,Ealing
286,Flame Piri - Piri,"2 Broadway, West Ealing, London W13 0SR, UK",51.5109763,-0.3195849,Ealing
287,Galaxy,"Mandeville Rd, Northolt UB5 5BJ, UK",51.54497689999999,-0.3729863,Ealing
288,Honest Burgers - Ealing,"53 New Broadway, Ealing, London W5 5AH, UK",51.5126996,-0.3071672,Ealing
289,KFC,"Alperton Ln, Greenford UB6 8AA, UK",51.5321541,-0.3088746,Ealing
290,KFC,"Royale Leisure Park, Kendal Ave, Park Royal, London W3 0PA, UK",51.5252956,-0.2813025,Ealing
291,King's Piri Piri Harrow,"143 Greenford Rd, Greenford HA1 3QN, UK",51.5253641,-0.353318,Ealing
292,Kings chicken & pizza,"7 Higham Mews, Northolt UB5 6FP, UK",51.5292244,-0.3779893,Ealing
293,Martha's Cottage Fried Chicken Burgers Wings,"Southall UB2 5JW, United Kingdom",51.4984562,-0.3930719,Ealing
294,Park's Kitchen,"24 The Green, Ealing, London W5 5DA, UK",51.51060769999999,-0.30539,Ealing
295,Pepe's Peri Peri Greenford,"468 Greenford Rd, Greenford UB6 8SQ, UK",51.52829879999999,-0.3517423,Ealing
296,Pepe's Piri Piri,"59 The Mall, Ealing, London W5 3TA, UK",51.5139723,-0.3004325,Ealing
297,Pepe's Piri Piri Southall,"168 The Broadway, Southall UB1 1NN, UK",51.5123761,-0.3837652,Ealing
298,Railway Hotel,"390 Oldfield Ln N, Greenford UB6 0AP, UK",51.5431512,-0.345057,Ealing
299,Rockys Southall,"81 Norwood Rd, Southall UB2 4DZ, UK",51.4987527,-0.3788795,Ealing
300,Roosters Piri Piri,"7 South Rd, Southall UB1 1SU, UK",51.5107947,-0.3755065,Ealing
301,SHADWELL FRIED CHICKEN,"71 Shadwell Dr, Northolt UB5 6DE, UK",51.5345907,-0.3753544,Ealing
302,Sam's Chicken,"19-21 Broadway, Ealing, London W13 9DA, UK",51.5102889,-0.3226494,Ealing
303,Sam's Chicken,"20 South Rd, Southall UB1 1RT, UK",51.5103539,-0.3762754,Ealing
304,Sam's Chicken Greenford,"15 The Broadway, Greenford UB6 9PH, UK",51.5276834,-0.3537054,Ealing
305,Sam's South Ealing London,"143 S Ealing Rd, Ealing, London W5 4QP, UK",51.4988055,-0.3057843,Ealing
306,Soane's Kitchen,"Walpole Park Ealing Green, Mattock Ln, London W5 5EQ, United Kingdom",51.5105671,-0.3065761,Ealing
307,South Ealing Piri Piri,"172 S Ealing Rd, Ealing, London W5 4QL, UK",51.4977442,-0.3058882,Ealing
308,Southern Fried Chicken,"47 The Broadway, Greenford UB6 9PN, UK",51.52817410000001,-0.3552918,Ealing
309,Steakout Southall,"175 The Broadway, Southall UB1 1LX, UK",51.5122166,-0.3843456,Ealing
310,Sun Wah,"272 Church Rd, Northolt UB5 5AW, UK",51.5425315,-0.3793753,Ealing
311,Sushi Bar Atariya Ealing Common,"Station Parade, Uxbridge Rd, Ealing Common, London W5 3LD, UK",51.5104611,-0.2880113,Ealing
312,Tennesee Land Chicken,"60A Bilton Rd, Perivale, Greenford UB6 7DH, UK",51.539647,-0.3099963,Ealing
313,The Crown,"Ealing Rd, Northolt UB5 6AA, UK",51.5446784,-0.3705912,Ealing
314,The Sir Michael Balcon,"46-47 The Mall, Ealing, London W5 3TJ, UK",51.513603,-0.298768,Ealing
315,Western Fried Chicken,"325 Greenford Ave, London W7 1JH, UK",51.5225924,-0.3401223,Ealing
316,Western Fried Chicken,"7dd, 57 Old Oak Common Ln, East Acton, London W3 7NT, UK",51.5143585,-0.2493768,Ealing
317,4street Chicken Ltd,"134 Fore St, Edmonton, London N18 2XA, UK",51.6127452,-0.06442769999999999,Enfield
318,Amma's Peri Peri Kitchen,"232 High St, Enfield EN3 4EZ, UK",51.6460854,-0.0470495,Enfield
319,BOOM BOOM Chicken,"300 Green Lanes, Palmers Green, London N13 5TP, UK",51.6188756,-0.1073021,Enfield
320,Chaseside Takeaway,"98 Lancaster Rd, Enfield EN2 0BX, UK",51.66396899999999,-0.081282,Enfield
321,Chicken Express,"159 Fore St, Edmonton, London N18 2XB, UK",51.6135957,-0.0647908,Enfield
322,County Fried Chicken & Burgers,"227 Hertford Rd, Edmonton, London N9 7ER, UK",51.6321855,-0.0548983,Enfield
323,Dixy,"556 Hertford Rd, London N9 8AG, UK",51.6387486,-0.0481128,Enfield
324,Dixy Fried Chickens Euro,"185 Town Rd, Edmonton, London N9 0HL, UK",51.6238409,-0.04875770000000001,Enfield
325,Favorite Chicken & Ribs,"120 Lancaster Rd, Enfield EN2 0JW, UK",51.6638341,-0.0822729,Enfield
326,Favorite Chicken & Ribs,"180 Hertford Rd, Enfield EN3 5AZ, UK",51.6569324,-0.0475476,Enfield
327,Favorite Chicken & Ribs,"Keats Parade, 7d, Church St, London N9 9DP, United Kingdom",51.625335,-0.06213,Enfield
328,Fes Fried Chicken LTD,"49 Bounces Rd, Edmonton, London N9 8JD, UK",51.6285454,-0.0531661,Enfield
329,Just Chicken & Kebabs,"42 Green Lanes, London N13 6JU, UK",51.611233,-0.1092575,Enfield
330,KFC,"Enfield Retail Park, Great Cambridge Rd, Enfield EN1 3FB, UK",51.65119199999999,-0.0595248,Enfield
331,KFC,"47a Chase Side, Osidge, London N14 5BP, UK",51.6330023,-0.1302508,Enfield
332,KFC,"297 Green Lanes, Palmers Green, London N13 4XS, UK",51.6173993,-0.1093218,Enfield
333,KFC,"156-158 Fore St, Edmonton, London N18 2XA, UK",51.6131655,-0.0644874,Enfield
334,Kandy Fried Chicken & Pizza,"59 Green Lanes, London N13 4TD, UK",51.6100246,-0.1100225,Enfield
335,King Fried Chicken,"245 Green St, Enfield EN3 7SJ, UK",51.6550836,-0.0317627,Enfield
336,Let's Eat Kebab And Fried Chicken,"290 Durants Rd, Enfield EN3 7AZ, UK",51.64765509999999,-0.0346901,Enfield
337,Mighty Chicken & Pizzas,"121 Hertford Rd, Enfield EN3 5JF, UK",51.6565622,-0.0472046,Enfield
338,Morley's Fried Chicken - Enfield,"48a Church St, Enfield EN2 6AZ, UK",51.6521594,-0.084935,Enfield
339,MyChippy.com Fish & Chips Enfield London,"55 Main Ave, Enfield EN1 1DS, UK",51.64493,-0.063925,Enfield
340,PFC,"238 High St, Enfield EN3 4EZ, UK",51.6462415,-0.0471299,Enfield
341,Poppin Chicken,"Edmonton, London N18 2TZ, United Kingdom",51.61581839999999,-0.0643282,Enfield
342,Rangers Chicken Express,"877 Green Lanes, Winchmore Hill, London N21 2QS, UK",51.6348746,-0.0941278,Enfield
343,Royal Chicken 'n' Pizza,"10 The Broadway, London N14 6PH, UK",51.6326328,-0.1270207,Enfield
344,Sam's Chicken,"238 High St, Enfield EN3 4EZ, UK",51.6462261,-0.0470801,Enfield
345,Tasty Chicken & Pizza,"585 Hertford Rd, Enfield EN3 5UL, UK",51.670507,-0.040638,Enfield
346,Tennessee Express,"160 Ordnance Rd, Enfield EN3 6DL, UK",51.6712891,-0.0295921,Enfield
347,Tennessee Fried Chicken,"590 Hertford Rd, Enfield EN3 5SX, UK",51.6694044,-0.0413896,Enfield
348,Texas Fried Chicken,"1 Bridge Rd, Edmonton, London N9 0NN, UK",51.6232118,-0.06138470000000001,Enfield
349,The Navigation,"4 Wharf Rd, Enfield EN3 4XX, UK",51.643562,-0.0295428,Enfield
350,Toby Carvery Whitewebbs House,"Whitewebbs Ln, Enfield EN2 9HH, UK",51.6783607,-0.079627,Enfield
351,Twins Fish Bar,"144 Percival Rd, Enfield EN1 1QU, UK",51.64705530000001,-0.0650457,Enfield
352,Veri Peri,"133 High St, Enfield EN3 4EB, UK",51.6441773,-0.0463049,Enfield
353,Delicious Fried Chicken,"2A Brewery Rd, Plumstead, London SE18 7PT, UK",51.485966,0.0806751,Greenwich
354,Euro Chicken,"11 Plumstead Rd, Woolwich, London SE18 7BZ, UK",51.49095870000001,0.0712401,Greenwich
355,Favorite Chicken & Ribs,"13 Blackheath Hill, Greenwich, London SE10 8PB, UK",51.4730419,-0.0145766,Greenwich
356,Finest Chicken Peri Peri Grill,"41 Herbert Rd, Woolwich, London SE18 3SZ, UK",51.4857266,0.0695853,Greenwich
357,Frying Pan II,"1 Brewery Rd, Plumstead, London SE18 7PS, UK",51.486218,0.0799771,Greenwich
358,Griller Plumstead,"14 Conway Rd, Plumstead, London SE18 1AH, UK",51.487143,0.08577,Greenwich
359,KFC,"19 Thomas St, Woolwich, London SE18 6HU, UK",51.4904246,0.0662686,Greenwich
360,KFC,"138-140, Eltham High St, Eltham, London SE9 1BJ, UK",51.4505305,0.05527220000000001,Greenwich
361,Morley's Fried Chicken Woolwich,"23 Frances St, Woolwich, London SE18 5EF, UK",51.4879851,0.0555925,Greenwich
362,Morley's Plumstead,"10 Plumstead High St, Plumstead, London SE18 1SN, UK",51.4893053,0.08597049999999999,Greenwich
363,Morleys Fried Chicken,"117 Woolwich Rd, Greenwich Peninsula, London SE10 0RF, UK",51.4862402,0.012766,Greenwich
364,Morleys Plumstead High Street,"10 Plumstead High St, Plumstead, London SE18 1SN, UK",51.48930499999999,0.08597099999999999,Greenwich
365,Morleys fried chicken,"741 Sidcup Rd, London SE9 3SA, UK",51.43463690000001,0.0647727,Greenwich
366,New Royal China Chinese Take Away,"50 Plumstead High St, Plumstead, London SE18 1SL, UK",51.4887474,0.0882662,Greenwich
367,Perfect Fried Chicken,"44 Eltham High St, Eltham, London SE9 1BT, UK",51.4510091,0.0505735,Greenwich
368,Sam's Chicken,"9 Plumstead Rd, Woolwich, London SE18 7BZ, UK",51.490976,0.07104869999999999,Greenwich
369,Station Kebab House,"16 Vincent Rd, Woolwich, London SE18 6RF, UK",51.489497,0.069572,Greenwich
370,Super Fry Fish Bar,"360 Footscray Rd, London SE9 2AA, UK",51.43861589999999,0.0708207,Greenwich
371,Tasty Chicken,"24 Conway Rd, Plumstead, London SE18 1AH, UK",51.4870749,0.0861403,Greenwich
372,Thunderbird Fried Chicken,"The O2, Peninsula Square, London SE10 0DX, United Kingdom",51.5037864,0.0043757,Greenwich
373,Zenith Fried Chicken,"23 Herbert Rd, Plumstead, London SE18 3TB, UK",51.4806853,0.0697778,Greenwich
374,Bake Street,"58 Evering Rd, Hackney Downs, London N16 7SR, UK",51.5587643,-0.06668009999999999,Hackney
375,Bird - Shoreditch,"42-44 Kingsland Rd, London E2 8DA, UK",51.5281631,-0.0778258,Hackney
376,Butchies Shoreditch,"22 Rivington St, Hackney, London EC2A 3DY, UK",51.5260068,-0.08223749999999999,Hackney
377,Chick 'n' Sours,"390 Kingsland Rd, Dalston, London E8 4AA, UK",51.5412465,-0.0760573,Hackney
378,Chicken Cottage,"125 City Rd, Old Street, London EC1V 1JB, UK",51.5264112,-0.0877389,Hackney
379,Chicken Klub,"7UN, 235 Amhurst Rd, Hackney Downs, London N16 7RW, UK",51.5545739,-0.06852409999999999,Hackney
380,Coqfighter Shoreditch,"Unit 42-43 Boxpark, 10 Bethnal Green Rd, London E1 6GY, United Kingdom",51.5234799,-0.0765729,Hackney
381,Dixy Chicken,"256 Stamford Hill, London N16 6TU, UK",51.5744335,-0.0720606,Hackney
382,Dixy Chicken,"67 Amhurst Rd, London E8 1LL, UK",51.54924099999999,-0.059475,Hackney
383,Dixy Fried Chicken,"8 Kingsland High St, Dalston, London E8 2JP, UK",51.54647869999999,-0.0754005,Hackney
384,Favorite Chicken & Ribs,"292 Stamford Hill, London N16 6TZ, UK",51.57555060000001,-0.07215830000000001,Hackney
385,Hackney Fried Chicken,"10 Kingsmead Way, Clapton, London E9 5QG, UK",51.5519204,-0.0348148,Hackney
386,Kennedy Fried Chicken,"99 Stoke Newington Rd, Stoke Newington, London N16 8BX, UK",51.5544878,-0.0749359,Hackney
387,King Fried Chicken,"116 Upper Clapton Rd, Clapton, London E5 9JY, UK",51.5631253,-0.0580545,Hackney
388,Perfect Fried Chicken,"114 Stoke Newington High St, Clapton, London N16 7NY, UK",51.5602806,-0.0738022,Hackney
389,Perfect Fried Chicken,"3 Kenninghall Rd, Hackney Downs, London E5 8BS, UK",51.558614,-0.063155,Hackney
390,Perfect Fried Chicken London,"13 Well St, London E9 7QX, UK",51.54008870000001,-0.0549844,Hackney
391,Pizza Hot Fried Chicken,"24 Stoke Newington Rd, Hackney Downs, London N16 7XJ, UK",51.55133180000001,-0.0749277,Hackney
392,Quality Fried Chicken London,"203 Homerton High St, Homerton, London E9 6BB, UK",51.5492109,-0.0383058,Hackney
393,Shoreditch Chicken Cod,"212-216 Kingsland Rd, London E2 8AX, UK",51.5348192,-0.0767544,Hackney
394,Taste of Tennessee,"29 Pitfield St, Hoxton, London N1 6HB, UK",51.52717209999999,-0.083757,Hackney
395,Temple of Hackney,"5 Morning Ln, London E9 6NA, UK",51.5458892,-0.0540811,Hackney
396,The chicken box,"Bethnal Green Rd, Hackney, London E1 6GY, UK",51.5234841,-0.0763749,Hackney
397,Tramshed,"32 Rivington St, Hackney, London EC2A 3LX, UK",51.5259797,-0.0815901,Hackney
398,Bill's Hammersmith Restaurant,"10 Hammersmith Grove, Hammersmith, London W6 7AP, UK",51.4936069,-0.2254393,Hammersmith and Fulham
399,Bill's Westfield Restaurant,"Westfield Shopping Centre, Southern Terrace, Ariel Way, London W12 7GB, United Kingdom",51.5067229,-0.221294,Hammersmith and Fulham
400,Chicken Cottage,"162 Uxbridge Rd, Shepherd's Bush Green, White City, London W12 8AA, UK",51.5051453,-0.2239507,Hammersmith and Fulham
401,Chicken Cottage Fulham,"264 North End Rd, Fulham, London SW6 1NG, UK",51.4840982,-0.2016298,Hammersmith and Fulham
402,Chicken Cottage Shepherd's Bush,"270 Uxbridge Rd, Shepherd's Bush, London W12 7JA, UK",51.5062055,-0.2297702,Hammersmith and Fulham
403,Chicken Cottage West Kensington,"82 North End Rd, Hammersmith, London W14 9ES, UK",51.4906028,-0.2069453,Hammersmith and Fulham
404,Chicken Valley,"232 Uxbridge Rd, Shepherd's Bush, London W12 7JD, UK",51.5058882,-0.2278095,Hammersmith and Fulham
405,Chicken kitchen,"120 Goldhawk Rd, White City, London W12 8HD, UK",51.5018983,-0.2300179,Hammersmith and Fulham
406,Coqfighter West Brompton,"6 Lillie Rd, Hammersmith, London SW6 1TU, UK",51.4871357,-0.1968395,Hammersmith and Fulham
407,Favorite Chicken & Ribs,"101 Fulham Palace Rd, Hammersmith, London W6 8JA, UK",51.4885806,-0.2225085,Hammersmith and Fulham
408,Fulham Fried Chicken,"488 Fulham Palace Rd, Fulham, London SW6 5UA, UK",51.48040169999999,-0.1982508,Hammersmith and Fulham
409,Imperial Dragon,"78 Fulham Palace Rd, Hammersmith, London W6 9PL, UK",51.488798,-0.223025,Hammersmith and Fulham
410,KFC,"408 Uxbridge Rd, Shepherd's Bush, London W12 0NP, UK",51.506296,-0.237229,Hammersmith and Fulham
411,KFC,"171 Uxbridge Rd, The Vale, London W12 9RA, UK",51.5062808,-0.2373322,Hammersmith and Fulham
412,KFC,"88-90 King St, Hammersmith, London W6 0QW, UK",51.4926701,-0.2297,Hammersmith and Fulham
413,Pepe's Piri Piri,"607 Fulham Rd, Fulham, London SW6 5UA, UK",51.48024299999999,-0.197991,Hammersmith and Fulham
414,Roosters Piri Piri,"24 Shepherd's Bush Green, Hammersmith, London W12 8PH, UK",51.503898,-0.219652,Hammersmith and Fulham
415,Sammy's,"268 Uxbridge Rd, White City, London W12 7JA, UK",51.5061854,-0.2297301,Hammersmith and Fulham
416,Sammys Peri Peri Chicken London,"Uxbridge Rd, White City, London W12 7LJ, UK",51.5064597,-0.2323551,Hammersmith and Fulham
417,WingWing Krispy Chicken,"18-20 Hammersmith Broadway, Hammersmith, London W6 7AF, UK",51.493509,-0.2241633,Hammersmith and Fulham
418,Chestersway Chicken Tottenham,"252 High Rd, Tottenham, London N15 4AJ, UK",51.5852843,-0.071592,Haringey
419,Chick King,"755 High Rd, Tottenham, London N17 8AH, UK",51.6044726,-0.0682549,Haringey
420,Chicken Bite,"414 High Rd, Tottenham, London N17 9JB, UK",51.5915601,-0.0697426,Haringey
421,Chicken Express,"270 High Rd, Wood Green, London N22 8JX, UK",51.6015046,-0.1117895,Haringey
422,Chicken Express,"86 High Rd, London N15 6JU, UK",51.5778568,-0.0729598,Haringey
423,Chicken Express bg,"109 Bruce Grove, Tottenham, London N17 6UR, UK",51.5952855,-0.07103029999999999,Haringey
424,Chicken express,"510 Lordship Ln, London N22 5DE, UK",51.5983081,-0.0939995,Haringey
425,Chickory's Chicken,"63 Turnpike Ln, Hornsey, London N8 0EE, UK",51.5894474,-0.1070085,Haringey
426,Dfc Delicious Fried Chicken,"Finsbury Park, London N4 1RU, United Kingdom",51.5768481,-0.1040047,Haringey
427,Dixy Chicken,"471 High Rd, Tottenham, London N17 6QA, UK",51.5925148,-0.0699301,Haringey
428,Dixy Chicken,"44 Topsfield Rd, Crouch End, London N8 8PT, UK",51.58118229999999,-0.1220861,Haringey
429,Dixy Chicken & Pizza,"194 High Rd, Wood Green, London N22 8HH, UK",51.5975202,-0.1100108,Haringey
430,Favorite Chicken & Ribs,"Queens Parade, 4, Brownlow Rd N11 2DN, United Kingdom",51.606924,-0.123632,Haringey
431,Favorite Chicken & Ribs,"266 W Green Rd, West Green, London N15 3BL, UK",51.5864997,-0.08916349999999999,Haringey
432,Flavas Chicken & Pizza,"Latham Court, Brownlow Rd, Bounds Green, London N11 2ES, UK",51.60728959999999,-0.1240166,Haringey
433,Franzos Piri Piri London,"152 High Rd, Wood Green, London N22 6EB, UK",51.5958025,-0.1088023,Haringey
434,Halal Fried Chicken,"Tottenham, London N17 0JN, United Kingdom",51.6023289,-0.05891,Haringey
435,Hardies Fried Chicken and Peri Peri Chicken,"1 Station Rd, Wood Green, London N22 6UX, UK",51.597057,-0.1103055,Haringey
436,KFC,"3-4 The Broadway, Wood Green, London N22 6DS, UK",51.5957297,-0.1091805,Haringey
437,KFC,"3 Ferry Ln, London N17 9NF, UK",51.5873004,-0.0545078,Haringey
438,Kalam Chicken & Pizza,"687 High Rd, Tottenham, London N17 8AD, UK",51.60074239999999,-0.0680061,Haringey
439,Kandy Fried Chicken Chicken.Pizza.Peri Peri,"Tottenham, London N15 4HH, United Kingdom",51.5890733,-0.0801573,Haringey
440,Kansas Chicken & Ribs,"102 High St, Hornsey, London N8 7NT, UK",51.5876448,-0.1162317,Haringey
441,Pepe's Piri Piri,"18 The Broadway, High Rd, Hornsey, London N22 6DS, UK",51.5965332,-0.1095166,Haringey
442,Perfect Fried Chicken,"Tottenham, London N17 9JF, United Kingdom",51.59332819999999,-0.0695113,Haringey
443,Perfect Fried Chicken London,"124 W Green Rd, Tottenham, London N15 5AA, UK",51.5852724,-0.07860779999999999,Haringey
444,Roosters Piri Piri,"6 High Rd, Hornsey, London N22 6BX, UK",51.5908129,-0.103498,Haringey
445,Sam's Chicken,"843 High Rd, Tottenham, London N17 8EY, UK",51.6069803,-0.06824369999999999,Haringey
446,Selekt Chicken,"16 Turnpike Ln, Wood Green, London N8 0PT, UK",51.5901417,-0.1045505,Haringey
447,Tasters Take Away,"93 W Green Rd, Tottenham, London N15 5DA, UK",51.5847907,-0.0773119,Haringey
448,Tennesee Fried Chicken,"44 Stroud Green Rd, Finsbury Park, London N4 3ES, UK",51.5671609,-0.1081184,Haringey
449,Tennessee Fried Chicken,"278 Langham Rd, London N15 3NP, UK",51.59066499999999,-0.1028194,Haringey
450,The Chick House,"395 Green Lanes, Harringay, London N4 1EU, UK",51.5777703,-0.0990462,Haringey
451,Tottenham Fried Chicken,"561 High Rd, Tottenham, London N17 6SB, UK",51.5956632,-0.06897,Haringey
452,Belmont Bay Fish & Chips,"500 Kenton Ln, Stanmore, Harrow HA3 8RD, UK",51.6012333,-0.3189236,Harrow
453,CHICKEN LAND,"153 Greenford Rd, Sudbury Hill, London, Harrow HA1 3QN, UK",51.5576868,-0.3357481,Harrow
454,California Hatch End,"4 Pickwick Walk, 286 Uxbridge Road, Hatch End HA5 4HS, United Kingdom",51.60804400000001,-0.373597,Harrow
455,Ceylon Choice(one and only Srilanka HMC Restaurant ),"26 Palmerston Rd, Harrow HA3 7AB, UK",51.5937134,-0.3345733,Harrow
456,Chicken City & Pizza,"79 Station Rd, Harrow HA2 7SW, UK",51.5845747,-0.3624969000000001,Harrow
457,Chicken Cottage,"229 Station Rd, Harrow HA1 2TB, UK",51.5836444,-0.3319915,Harrow
458,Chicken Cottage,"461 Rayners Lane, Alexandra Ave, London HA2 9RY, United Kingdom",51.574622,-0.3712432,Harrow
459,Chicken Cottage Harrow,"Broadway Parade, 3 Pinner Rd, Harrow HA2 7SY, UK",51.5862322,-0.3616932,Harrow
460,Chuck,"322-324 Uxbridge Rd, Pinner HA5 4HR, UK",51.60766599999999,-0.374845,Harrow
461,Club 2000,"427-431 Rayners Ln, Pinner HA5 5ER, UK",51.5770177,-0.3714061,Harrow
462,Everest Abercorn,"78 Stanmore Hill, Stanmore HA7 3BU, UK",51.62102669999999,-0.3158765,Harrow
463,Fab's Peri Peri Chicken & Pizza,"416 Alexandra Ave, Harrow HA2 9TR, UK",51.5729771,-0.3709693,Harrow
464,Fabs Chicken and Pizza,"14 Broadwalk, Harrow HA2 6ED, UK",51.5871554,-0.362553,Harrow
465,Fabs Peri Peri Chicken & Pizza,"416 Alexandra Ave, Harrow HA2 9TR, UK",51.572973,-0.3709703,Harrow
466,Favorite Chicken & Ribs,"381 Honeypot Ln, Stanmore HA7 1JJ, UK",51.59589130000001,-0.2947405,Harrow
467,HARROW PERI PERI,"376 Station Rd, Harrow HA1 2DE, UK",51.5792191,-0.333765,Harrow
468,Harrow Good Chef,"144 Vaughan Rd, Harrow HA1 4EB, UK",51.578988,-0.349606,Harrow
469,KFC,"374 High Rd, Harrow HA3 6HF, UK",51.6071856,-0.3398684,Harrow
470,KFC,"447 Alexandra Ave, Harrow HA2 9SE, UK",51.57414290000001,-0.3714107,Harrow
471,KFC,"Kenton Park Parade, 22 Kenton Rd, Harrow HA3 8DQ, UK",51.5872082,-0.3048408,Harrow
472,New Royal Fried Chicken & Ribs,"31 High St, Harrow HA3 5BY, UK",51.5943251,-0.3353479,Harrow
473,Osteria Modigliani,"52 Bridge St, Pinner HA5 3JF, UK",51.5953667,-0.3842286,Harrow
474,PST Perfect Chicken (Harrow),"209 High Rd, Harrow HA3 5EE, UK",51.6010757,-0.3389003,Harrow
475,Pepe's Piri Piri,"245 Station Rd, Harrow HA1 2TB, UK",51.583229,-0.3319053,Harrow
476,Pinn Peri Peri,"Bridge St, Pinner HA5 3JD, UK",51.5946382,-0.3826640000000001,Harrow
